"year","source","d_form","c_code","code","code2","price","generic","volume","cost","prefecture","area","category"
2018,"outpatients","oral",213,620004518,"2134002F1109",24.1,0,31668.5,763210.85,"Kumamoto","Kyūshū","Diuretics"
2020,"pharmacy","oral",119,622116201,"1190012F4092",84,1,31745,2666580,"Saga","Kyūshū","Other central nervous system drugs"
2016,"outpatients","injection",613,620004776,"6139504G2024",1581,0,565,893265,"Fukushima","Tōhoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2015,"hospitalized","injection",342,620830401,"3420412A7047",1911,0,0,0,"Hiroshima","Chūgoku","Peritoneal dialysis agents"
2017,"pharmacy","oral",234,620477001,"2344009F2090",5.6,1,4389169,24579346.4,"Gifu","Chūbu","Antacids"
2016,"pharmacy","oral",629,620003993,"6290005F1083",73.1,1,6642,485530.2,"Aichi","Chūbu","Other chemotherapeutic agents"
2021,"pharmacy","topical",266,620001615,"2661700X1050",0.42,0,0,0,"Miyazaki","Kyūshū","Skin emollients (including caustic agents)"
2021,"hospitalized","injection",111,620002963,"1115403D3019",460,0,0,0,"Ōsaka","Kinki","General anesthetics"
2022,"outpatients","injection",247,620007486,"2477401A4064",144,0,498,71712,"Ibaraki","Kantō","Estrogen and progestogen preparations"
2021,"outpatients","oral",333,622449101,"3339003C1028",397.1,0,0,0,"Ibaraki","Kantō","Anticoagulants"
2019,"pharmacy","topical",266,660408260,"2661702X1130",0.83,0,0,0,"Miyazaki","Kyūshū","Skin emollients (including caustic agents)"
2021,"pharmacy","topical",225,622773800,"2259701G1012",31,1,0,0,"Fukushima","Tōhoku","Bronchodilators"
2022,"pharmacy","oral",613,620008746,"6132015C1103",166.3,0,9430.01,1568210.663,"Tottori","Chūgoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2022,"outpatients","injection",611,622338101,"6119401D2015",2765,1,0,0,"Tochigi","Kantō","Agents mainly active against Gram-positive bacteria"
2020,"outpatients","injection",323,643230081,"3232400A6013",94,0,0,0,"Shimane","Chūgoku","Carbohydrate preparations"
2020,"hospitalized","oral",394,620857007,"3949002F1177",7.8,1,0,0,"Niigata","Chūbu","Anti-gout agents"
2019,"pharmacy","oral",217,620007864,"2171022F2238",18.7,1,2471038.5,46208419.95,"Nagano","Chūbu","Vasodilators"
2017,"hospitalized","injection",441,620008904,"4413400A1046",60,0,0,0,"Kōchi","Shikoku","Antihistamines"
2018,"pharmacy","oral",217,620003619,"2171006N1105",30.3,0,699358,21190547.4,"Akita","Tōhoku","Vasodilators"
2020,"outpatients","topical",239,620510504,"2399714J2073",50.1,1,0,0,"Yamanashi","Chūbu","Other gastrointestinal drugs"
2019,"pharmacy","oral",612,620008599,"6123003Q1044",7.2,0,0,0,"Toyama","Chūbu","Agents mainly active against Gram-negative bacteria"
2017,"pharmacy","oral",212,621400502,"2123016F2014",16.8,1,285661.5,4799113.2,"Kōchi","Shikoku","Antiarrhythmic agents"
2022,"hospitalized","topical",225,620005746,"2259707S1012",12.5,1,0,0,"Fukuoka","Kyūshū","Bronchodilators"
2016,"outpatients","injection",212,620008228,"2129408A1039",441,1,0,0,"Ishikawa","Chūbu","Antiarrhythmic agents"
2021,"hospitalized","oral",214,622571301,"2149044F6034",29.8,1,27503.5,819604.3,"Nara","Kinki","Antihypertensive agents"
2017,"pharmacy","oral",399,622272501,"3999017M1042",148.7,1,0,0,"Saitama","Kantō","Metabolic agents not elsewhere classified"
2023,"pharmacy","oral",799,617900004,"7990001S3011",1.02,0,0,0,"Ehime","Shikoku","Non-therapeutic pharmaceutical agents not elsewhere classified"
2021,"hospitalized","oral",624,616240001,"6241005F3022",67.1,0,0,0,"Shizuoka","Chūbu","Synthetic antibacterial agents"
2019,"pharmacy","oral",212,622055502,"2123014F1132",6.5,1,77488.5,503675.25,"Okayama","Chūgoku","Antiarrhythmic agents"
2017,"pharmacy","oral",239,622143301,"2399009F2137",52.5,1,0,0,"Shizuoka","Chūbu","Other gastrointestinal drugs"
2020,"pharmacy","oral",218,622575701,"2189017F4030",35.5,1,1675604,59483942,"Chiba","Kantō","Antihyperlipidemic agents"
2016,"outpatients","oral",510,610408428,"5100109X1088",0.93,0,0,0,"Shizuoka","Chūbu","Crude drugs"
2016,"hospitalized","oral",449,622296601,"4490023F1270",29.4,1,0,0,"Yamaguchi","Chūgoku","Other antiallergic agents"
2018,"hospitalized","oral",259,621372022,"2590005F1278",5.8,1,2048,11878.4,"Ōsaka","Kinki","Other genitourinary and anorectal drugs"
2020,"outpatients","oral",231,620007158,"2319001F1010",6.9,1,3492,24094.8,"Yamagata","Tōhoku","Antidiarrheals and intestinal regulators"
2023,"pharmacy","topical",225,620004235,"2259707S3066",30.5,1,19128,583404,"Yamanashi","Chūbu","Bronchodilators"
2018,"hospitalized","topical",269,620003869,"2691700Q2027",212.3,0,0,0,"Nagano","Chūbu","Other dermatological preparations"
2016,"outpatients","oral",430,614310036,"4300003M8010",45360,0,0,0,"Iwate","Tōhoku","Radiopharmaceuticals"
2017,"outpatients","injection",423,621966501,"4235404A1075",2471,1,824.933,2038409.443,"Hokkaidō","Hokkaidō","Antineoplastic antibiotic preparations"
2018,"outpatients","oral",213,620266409,"2133001F2014",6.3,1,0,0,"Shiga","Kinki","Diuretics"
2018,"pharmacy","oral",231,612370037,"2312001X1014",6.9,0,13891.65,95852.385,"Saga","Kyūshū","Antidiarrheals and intestinal regulators"
2019,"outpatients","injection",313,643130326,"3131401A4012",93,0,0,0,"Saga","Kyūshū","Vitamin B preparations (excluding vitamin B1)"
2020,"pharmacy","oral",625,622286801,"6250019F1055",131.2,1,39028,5120473.6,"Kyōto","Kinki","Antiviral agents"
2015,"pharmacy","topical",821,621988902,"8219701S5020",3800.7,0,0,0,"Shimane","Chūgoku","Synthetic narcotics"
2018,"hospitalized","injection",342,622301001,"3420437A2029",1508,0,1380,2081040,"Tokushima","Shikoku","Peritoneal dialysis agents"
2016,"hospitalized","injection",624,622009401,"6241401G3022",2825,0,634,1791050,"Mie","Chūbu","Synthetic antibacterial agents"
2020,"outpatients","injection",314,643140003,"3140400A3010",84,0,0,0,"Gifu","Chūbu","Vitamin C preparations"
2018,"outpatients","injection",713,647130028,"7131400A1017",61,0,13220.7,806462.7,"Ehime","Shikoku","Solubilizing agents"
2021,"hospitalized","oral",332,620805601,"3327002C1120",6.9,1,0,0,"Kyōto","Kinki","Hemostatic agents"
2022,"outpatients","injection",211,620240201,"2115403A2045",64,1,0,0,"Tokyo","Kantō","Cardiotonic agents"
2022,"pharmacy","topical",821,622042101,"8219700T3029",1800.7,0,0,0,"Wakayama","Kinki","Synthetic narcotics"
2019,"hospitalized","topical",225,621720501,"2259707S3210",38.3,1,0,0,"Ibaraki","Kantō","Bronchodilators"
2018,"hospitalized","topical",249,620005253,"2499701R1060",5521.2,1,0,0,"Yamaguchi","Chūgoku","Other hormonal preparations (including antihormonal agents)"
2017,"outpatients","topical",333,621704602,"3339950Q1015",6.3,1,4804,30265.2,"Tochigi","Kantō","Anticoagulants"
2020,"pharmacy","oral",234,621868001,"2344009F6037",5.7,1,5117,29166.9,"Fukushima","Tōhoku","Antacids"
2019,"pharmacy","injection",611,620008212,"6119401D1043",2141,1,0,0,"Yamagata","Tōhoku","Agents mainly active against Gram-positive bacteria"
2022,"hospitalized","oral",624,622376301,"6241013F2101",42.9,1,0,0,"Nara","Kinki","Synthetic antibacterial agents"
2015,"outpatients","injection",114,641140047,"1144400A3010",92,0,0,0,"Ōita","Kyūshū","Antipyretic, analgesic and anti-inflammatory drugs"
2016,"pharmacy","oral",212,620254412,"2123011F1015",5.8,1,17118,99284.4,"Aomori","Tōhoku","Antiarrhythmic agents"
2019,"hospitalized","oral",231,622311700,"2319001F1010",7.5,1,0,0,"Tokyo","Kantō","Antidiarrheals and intestinal regulators"
2018,"pharmacy","oral",399,622003201,"3999027F1020",100.8,0,5177080,521849664,"Aichi","Chūbu","Metabolic agents not elsewhere classified"
2022,"hospitalized","oral",629,620003994,"6290005F1016",40.9,1,1060,43354,"Tokyo","Kantō","Other chemotherapeutic agents"
2021,"outpatients","injection",424,622294901,"4240405A3048",3974,1,0,0,"Tottori","Chūgoku","Antineoplastic plant-derived preparations"
2019,"outpatients","oral",629,621148801,"6290100F2018",19.3,0,15184,293051.2,"Shimane","Chūgoku","Other chemotherapeutic agents"
2016,"outpatients","oral",217,610421321,"2171014G4029",29.7,0,646514.5,19201480.65,"Fukui","Chūbu","Vasodilators"
2018,"outpatients","oral",214,622460301,"2149116F2043",49.1,1,0,0,"Kōchi","Shikoku","Antihypertensive agents"
2015,"pharmacy","topical",712,620001822,"7123700M1040",2.74,0,1460,4000.4,"Aichi","Chūbu","Ointment bases"
2022,"hospitalized","oral",231,612370022,"2314002F2022",8.1,1,0,0,"Kagawa","Shikoku","Antidiarrheals and intestinal regulators"
2019,"pharmacy","injection",241,640453035,"2413400D4077",1472,1,0,0,"Kumamoto","Kyūshū","Pituitary hormone preparations"
2019,"pharmacy","oral",612,616120011,"6129001M1020",95.5,0,0,0,"Ehime","Shikoku","Agents mainly active against Gram-negative bacteria"
2022,"hospitalized","oral",625,622660501,"6250117F1020",7094.1,0,0,0,"Hokkaidō","Hokkaidō","Antiviral agents"
2015,"pharmacy","injection",342,620009158,"3420409A4062",936,0,0,0,"Kagawa","Shikoku","Peritoneal dialysis agents"
2015,"hospitalized","injection",332,621669501,"3327401G1030",164,1,0,0,"Hyōgo","Kinki","Hemostatic agents"
2022,"outpatients","oral",612,620008752,"6125001M1030",58.7,0,0,0,"Aomori","Tōhoku","Agents mainly active against Gram-negative bacteria"
2020,"hospitalized","injection",399,620003706,"3999401A1200",546,0,6372,3479112,"Hokkaidō","Hokkaidō","Metabolic agents not elsewhere classified"
2015,"outpatients","injection",114,620005167,"1143400A1037",56,1,0,0,"Fukuoka","Kyūshū","Antipyretic, analgesic and anti-inflammatory drugs"
2016,"outpatients","injection",313,643130323,"3131401A3016",86,0,0,0,"Shimane","Chūgoku","Vitamin B preparations (excluding vitamin B1)"
2021,"hospitalized","oral",259,620004039,"2590009F4020",66.7,0,0,0,"Miyagi","Tōhoku","Other genitourinary and anorectal drugs"
2016,"outpatients","topical",261,660406122,"2619702Q6045",0.57,1,24283.84,13841.7888,"Fukushima","Tōhoku","External antiseptics and disinfectants"
2020,"pharmacy","oral",112,622142001,"1129009F2285",17.9,1,175357,3138890.3,"Yamagata","Tōhoku","Hypnotics and sedatives; anxiolytics"
2018,"outpatients","injection",395,622653601,"3959420A1029",83921,1,0,0,"Fukui","Chūbu","Enzyme preparations"
2015,"hospitalized","injection",121,620004314,"1214402A8018",103,0,0,0,"Fukui","Chūbu","Local anesthetics"
2017,"hospitalized","injection",395,620005835,"3959413A1029",394344,0,0,0,"Nagano","Chūbu","Enzyme preparations"
2023,"outpatients","injection",613,646130136,"6131403D1047",340,0,515,175100,"Ehime","Shikoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2015,"outpatients","injection",312,643120180,"3122401A2037",50,1,0,0,"Tottori","Chūgoku","Vitamin B1 preparations"
2018,"pharmacy","topical",131,621985001,"1319820Q1022",1149.1,0,23935,27503708.5,"Wakayama","Kinki","Ophthalmic preparations"
2022,"pharmacy","oral",212,622591001,"2123016F3010",10.1,1,1751114.5,17686256.45,"Tokyo","Kantō","Antiarrhythmic agents"
2022,"hospitalized","topical",269,620002324,"2691700M1053",71.8,0,0,0,"Aomori","Tōhoku","Other dermatological preparations"
2017,"hospitalized","oral",112,611170689,"1124029F1026",20.1,0,0,0,"Miyagi","Tōhoku","Hypnotics and sedatives; anxiolytics"
2022,"outpatients","injection",611,621487802,"6113400A1014",681,1,0,0,"Aomori","Tōhoku","Agents mainly active against Gram-positive bacteria"
2017,"pharmacy","injection",325,643250036,"3253401A6034",58,1,0,0,"Ōita","Kyūshū","Protein and amino acid preparations"
2015,"hospitalized","injection",721,620009146,"7219415G7031",10485,0,0,0,"Gunma","Kantō","X-ray contrast media"
2016,"hospitalized","oral",624,622380301,"6241013F2144",94.4,1,0,0,"Ehime","Shikoku","Synthetic antibacterial agents"
2020,"outpatients","oral",114,622657101,"1149117F1195",18.3,1,67307,1231718.1,"Kanagawa","Kantō","Antipyretic, analgesic and anti-inflammatory drugs"
2021,"hospitalized","injection",322,620002554,"3229401A1096",60,0,2912,174720,"Ishikawa","Chūbu","Mineral preparations"
2022,"pharmacy","oral",259,622093301,"2590014F2028",160.2,0,4152452.5,665222890.5,"Hiroshima","Chūgoku","Other genitourinary and anorectal drugs"
2020,"outpatients","injection",629,620007481,"6290401A2010",1193,1,0,0,"Kanagawa","Kantō","Other chemotherapeutic agents"
2019,"outpatients","oral",396,620002031,"3961007F2022",12.8,0,28849.5,369273.6,"Shiga","Kinki","Antidiabetic drugs"
2018,"pharmacy","injection",322,640462027,"3229501G1046",182,1,0,0,"Miyagi","Tōhoku","Mineral preparations"
2017,"outpatients","oral",236,620001970,"2362001F2149",11,0,747402.5,8221427.5,"Shimane","Chūgoku","Choleretic agents"
2022,"hospitalized","injection",392,620005725,"3929407D1136",523,1,3577.1,1870823.3,"Kanagawa","Kantō","Antidotes"
2016,"outpatients","oral",112,620006017,"1124009F1240",9.9,1,0,0,"Miyazaki","Kyūshū","Hypnotics and sedatives; anxiolytics"
2017,"outpatients","oral",315,620714402,"3150002M1114",5.6,1,0,0,"Shimane","Chūgoku","Vitamin E preparations"
2020,"outpatients","injection",246,642460001,"2461400A1010",644,0,0,0,"Nara","Kinki","Androgen preparations"
2018,"hospitalized","injection",333,622083801,"3334402P5027",184,1,0,0,"Tochigi","Kantō","Anticoagulants"
2017,"hospitalized","injection",211,620004301,"2115400A1010",92,0,0,0,"Akita","Tōhoku","Cardiotonic agents"
2016,"outpatients","oral",113,620003654,"1139003F1040",9.1,0,183187.75,1667008.525,"Fukui","Chūbu","Antiepileptics"
2016,"outpatients","oral",113,620065401,"1139004F2190",11.1,1,85354,947429.4,"Nagasaki","Kyūshū","Antiepileptics"
2021,"pharmacy","injection",423,620000328,"4231400D1031",382,0,0,0,"Kagawa","Shikoku","Antineoplastic antibiotic preparations"
2023,"hospitalized","injection",341,620007213,"3410521A1031",1510,0,0,0,"Fukui","Chūbu","Hemodialysis agents for artificial kidney"
2015,"pharmacy","oral",259,620005549,"2590009F5026",146.7,0,188264,27618328.8,"Ōita","Kyūshū","Other genitourinary and anorectal drugs"
2016,"outpatients","injection",112,622103701,"1124402A1049",56,1,820,45920,"Toyama","Chūbu","Hypnotics and sedatives; anxiolytics"
2015,"outpatients","injection",634,621984102,"6343432D7035",140897,0,0,0,"Akita","Tōhoku","Blood products"
2019,"pharmacy","oral",124,620193018,"1249009F1414",5.8,1,295040,1711232,"Chiba","Kantō","Antispasmodics"
2017,"hospitalized","oral",311,613110050,"3112001M2182",24.9,1,0,0,"Ehime","Shikoku","Vitamin A and D preparations"
2017,"hospitalized","oral",239,622197001,"2399010B1042",19.9,1,1014,20178.6,"Aomori","Tōhoku","Other gastrointestinal drugs"
2018,"outpatients","injection",729,620008182,"7290405G1035",2842,0,0,0,"Shizuoka","Chūbu","Other diagnostic agents (excluding in vitro diagnostics)"
2023,"outpatients","oral",510,610408493,"5100158X1014",2.9,0,29365,85158.5,"Ōsaka","Kinki","Crude drugs"
2016,"hospitalized","injection",613,620007363,"6139501G1067",1588,0,9892,15708496,"Ehime","Shikoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2018,"pharmacy","oral",613,620008702,"6139001R1032",126.5,0,71547.72,9050786.58,"Gifu","Chūbu","Agents mainly active against Gram-positive and Gram-negative bacteria"
2018,"hospitalized","injection",331,620007342,"3319511A4037",163,1,11712.59,1909152.17,"Toyama","Chūbu","Blood substitutes"
2017,"outpatients","oral",133,622015701,"1339002F1497",5.6,1,0,0,"Shiga","Kinki","Antivertigo drugs"
2022,"hospitalized","oral",235,621278401,"2359005S1011",8.1,1,151445.787,1226710.8747,"Ōsaka","Kinki","Laxatives and enemas"
2020,"hospitalized","topical",229,622278201,"2290802G4022",6031.4,0,0,0,"Shizuoka","Chūbu","Other respiratory drugs"
2022,"hospitalized","injection",611,621924501,"6119400A3010",1855,0,0,0,"Hiroshima","Chūgoku","Agents mainly active against Gram-positive bacteria"
2019,"outpatients","oral",223,620383203,"2233002F1344",5.6,1,135906,761073.6,"Hyōgo","Kinki","Expectorants"
2015,"hospitalized","oral",313,620006906,"3136001F1227",5.6,1,0,0,"Ōita","Kyūshū","Vitamin B preparations (excluding vitamin B1)"
2020,"outpatients","topical",265,621705704,"2655709Q1017",18.2,1,10190,185458,"Akita","Tōhoku","Antiparasitic dermatological agents"
2017,"outpatients","oral",114,620100901,"1149019F1595",7.8,1,271481,2117551.8,"Shiga","Kinki","Antipyretic, analgesic and anti-inflammatory drugs"
2021,"hospitalized","injection",399,643990057,"3992400A2111",59,0,563,33217,"Toyama","Chūbu","Metabolic agents not elsewhere classified"
2015,"hospitalized","oral",112,611170005,"1124017F2135",5.9,0,36842.25,217369.275,"Tochigi","Kantō","Hypnotics and sedatives; anxiolytics"
2021,"outpatients","oral",118,620161301,"1180108D1039",6.5,0,5578.5,36260.25,"Ehime","Shikoku","Combination cold preparations"
2022,"pharmacy","oral",619,622485401,"6199104X1023",551.4,0,11354,6260595.6,"Tokushima","Shikoku","Other antibiotic preparations (including combination antibiotics)"
2022,"pharmacy","oral",441,620008644,"4419008F1431",6.8,0,58989,401125.2,"Hyōgo","Kinki","Antihistamines"
2021,"pharmacy","oral",225,622127102,"2251001M3013",5.9,0,0,0,"Shimane","Chūgoku","Bronchodilators"
2017,"outpatients","oral",613,620005906,"6131001C2011",12.4,0,11721.15,145342.26,"Tochigi","Kantō","Agents mainly active against Gram-positive and Gram-negative bacteria"
2019,"hospitalized","oral",613,622612400,"6132005M1016",48,0,0,0,"Hiroshima","Chūgoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2021,"hospitalized","injection",323,643230032,"3231401A1019",66,0,28214.7,1862170.2,"Hyōgo","Kinki","Carbohydrate preparations"
2023,"pharmacy","oral",112,620047103,"1124020F2013",5.7,1,777415.5,4431268.35,"Kagoshima","Kyūshū","Hypnotics and sedatives; anxiolytics"
2016,"outpatients","oral",225,620396901,"2251001F2174",5.6,1,1990,11144,"Kagawa","Shikoku","Bronchodilators"
2023,"hospitalized","injection",333,621759505,"3334402G8050",217,1,0,0,"Ibaraki","Kantō","Anticoagulants"
2023,"outpatients","oral",811,622576301,"8119002G5020",121.4,0,2272,275820.8,"Kōchi","Shikoku","Opium alkaloid narcotics"
2023,"outpatients","topical",252,621287701,"2529709H2018",242,1,3733,903386,"Okinawa","Kyūshū","Genital organ preparations (including STD prophylactics)"
2019,"pharmacy","oral",399,620005885,"3999013F1266",36.6,1,18408,673732.8,"Yamagata","Tōhoku","Metabolic agents not elsewhere classified"
2020,"pharmacy","injection",249,621911201,"2492418G1027",2062,0,80828,166667336,"Ōsaka","Kinki","Other hormonal preparations (including antihormonal agents)"
2019,"hospitalized","oral",223,620002047,"2239001R1072",37.8,0,0,0,"Nagano","Chūbu","Expectorants"
2022,"outpatients","injection",430,644300013,"4300445A3026",46520,0,0,0,"Kumamoto","Kyūshū","Radiopharmaceuticals"
2022,"pharmacy","oral",214,620005825,"2149045F2025",70.8,0,546709.25,38707014.9,"Nagasaki","Kyūshū","Antihypertensive agents"
2023,"hospitalized","topical",265,660443004,"2659712N1020",30.5,0,0,0,"Tokushima","Shikoku","Antiparasitic dermatological agents"
2021,"pharmacy","topical",269,622606401,"2699711N1020",30.4,1,0,0,"Kagawa","Shikoku","Other dermatological preparations"
2015,"hospitalized","injection",331,620766006,"3311401A2018",61,0,8025.25,489540.25,"Miyagi","Tōhoku","Blood substitutes"
2023,"hospitalized","topical",269,622145501,"2699709M1060",36.7,1,0,0,"Aomori","Tōhoku","Other dermatological preparations"
2019,"outpatients","oral",311,620676829,"3112001M3014",8,1,22856,182848,"Ehime","Shikoku","Vitamin A and D preparations"
2018,"hospitalized","injection",721,620007244,"7219412A6080",3675,1,3510.477,12901002.975,"Niigata","Chūbu","X-ray contrast media"
2020,"outpatients","injection",245,620002615,"2454404A3067",1327,0,0,0,"Fukuoka","Kyūshū","Adrenocortical hormone preparations"
2016,"outpatients","topical",729,622482501,"7290708G1025",7378.3,0,0,0,"Niigata","Chūbu","Other diagnostic agents (excluding in vitro diagnostics)"
2021,"outpatients","oral",332,620807601,"3327002M1311",10.1,1,5879,59377.9,"Ehime","Shikoku","Hemostatic agents"
2020,"hospitalized","injection",639,620000441,"6399419A2029",20274,0,0,0,"Yamagata","Tōhoku","Other biological preparations"
2017,"hospitalized","oral",113,610443012,"1139006F2024",37.4,0,4276,159922.4,"Toyama","Chūbu","Antiepileptics"
2021,"outpatients","injection",325,620006305,"3259525G1032",1020,0,0,0,"Yamagata","Tōhoku","Protein and amino acid preparations"
2016,"outpatients","oral",625,620006802,"6250031F1021",489.9,0,12078,5917012.2,"Tottori","Chūgoku","Antiviral agents"
2022,"pharmacy","oral",811,620009255,"8114003F1019",128.1,0,10991,1407947.1,"Ehime","Shikoku","Opium alkaloid narcotics"
2020,"pharmacy","oral",259,622653001,"2590017F1025",184.1,0,914741,168403818.1,"Nagasaki","Kyūshū","Other genitourinary and anorectal drugs"
2016,"outpatients","oral",217,621675601,"2171014G4100",13.5,1,188388,2543238,"Shiga","Kinki","Vasodilators"
2015,"hospitalized","oral",217,620007820,"2171022F1207",17.4,1,0,0,"Yamanashi","Chūbu","Vasodilators"
2019,"outpatients","oral",217,612170717,"2171023F2020",13.5,0,339494,4583169,"Saitama","Kantō","Vasodilators"
2016,"pharmacy","oral",625,622276701,"6250030F3020",1896.5,0,0,0,"Shiga","Kinki","Antiviral agents"
2019,"outpatients","injection",239,620005650,"2391401A1034",1414,1,0,0,"Akita","Tōhoku","Other gastrointestinal drugs"
2018,"hospitalized","injection",239,622211701,"2391400G5020",991,1,0,0,"Ibaraki","Kantō","Other gastrointestinal drugs"
2015,"hospitalized","injection",624,620002581,"6241400A4021",1976,0,0,0,"Wakayama","Kinki","Synthetic antibacterial agents"
2018,"hospitalized","injection",219,640461037,"2190404H4010",68,1,0,0,"Wakayama","Kinki","Other cardiovascular drugs"
2023,"outpatients","topical",119,622824601,"1190700S1100",87.6,1,0,0,"Ehime","Shikoku","Other central nervous system drugs"
2017,"outpatients","oral",449,622249101,"4490023F1091",34.4,1,345274,11877425.6,"Nagasaki","Kyūshū","Other antiallergic agents"
2015,"outpatients","oral",235,620488101,"2359005D1101",23.5,1,0,0,"Iwate","Tōhoku","Laxatives and enemas"
2021,"hospitalized","oral",625,621353002,"6250002F1017",27.3,1,1159,31640.7,"Tokushima","Shikoku","Antiviral agents"
2017,"hospitalized","injection",391,620007412,"3919502A1376",56,1,10889,609784,"Fukui","Chūbu","Drugs for liver diseases"
2019,"hospitalized","oral",429,622623101,"4291031F2021",4563.7,0,5375,24529887.5,"Hokkaidō","Hokkaidō","Other antineoplastic agents"
2017,"outpatients","topical",116,622163501,"1169700S1025",278,0,1100,305800,"Kyōto","Kinki","Anti-Parkinson drugs"
2017,"hospitalized","injection",219,622297402,"2190406G2100",1648,1,0,0,"Fukushima","Tōhoku","Other cardiovascular drugs"
2020,"hospitalized","injection",119,622052501,"1190401A1198",2290,1,0,0,"Ishikawa","Chūbu","Other central nervous system drugs"
2020,"outpatients","oral",614,620003935,"6149003F2011",26.4,1,7650,201960,"Gunma","Kantō","Agents mainly active against Gram-positive bacteria and Mycoplasma"
2018,"pharmacy","injection",721,620007237,"7219412A9070",940,1,NA,NA,"Tottori","Chūgoku","X-ray contrast media"
2022,"outpatients","injection",325,620007266,"3253414A1030",439,0,0,0,"Shiga","Kinki","Protein and amino acid preparations"
2019,"pharmacy","injection",342,620009175,"3420419A7073",1482,0,575,852150,"Okayama","Chūgoku","Peritoneal dialysis agents"
2015,"pharmacy","oral",119,611190026,"1190004F1021",25.1,0,357067.3,8962389.23,"Gifu","Chūbu","Other central nervous system drugs"
2018,"hospitalized","injection",399,621430101,"3999407D1289",236,1,0,0,"Shiga","Kinki","Metabolic agents not elsewhere classified"
2017,"pharmacy","injection",331,622345101,"3319510A5128",134,0,0,0,"Ōita","Kyūshū","Blood substitutes"
2017,"outpatients","oral",235,620491703,"2359005S1283",9.8,1,75245.2,737402.96,"Aomori","Tōhoku","Laxatives and enemas"
2020,"outpatients","injection",342,620009171,"3420410A8079",1728,0,0,0,"Kagoshima","Kyūshū","Peritoneal dialysis agents"
2015,"pharmacy","oral",624,622383101,"6241013F3213",226.4,1,24147,5466880.8,"Aichi","Chūbu","Synthetic antibacterial agents"
2023,"hospitalized","oral",394,620856601,"3943001F1691",10.1,1,4797.5,48454.75,"Yamaguchi","Chūgoku","Anti-gout agents"
2017,"hospitalized","injection",613,620002955,"6132419G1033",723,1,18079.5,13071478.5,"Tochigi","Kantō","Agents mainly active against Gram-positive and Gram-negative bacteria"
2020,"outpatients","topical",239,620510304,"2399714J1018",29.2,1,4539,132538.8,"Hokkaidō","Hokkaidō","Other gastrointestinal drugs"
2022,"outpatients","topical",241,660470004,"2419700R2029",4198.3,0,0,0,"Shiga","Kinki","Pituitary hormone preparations"
2018,"pharmacy","injection",312,620680427,"3121400A2019",82,0,0,0,"Chiba","Kantō","Vitamin B1 preparations"
2022,"pharmacy","topical",112,620055903,"1124700J1044",83.3,0,0,0,"Aomori","Tōhoku","Hypnotics and sedatives; anxiolytics"
2023,"hospitalized","oral",232,620009465,"2329021F1013",10.1,0,66121,667822.1,"Ōita","Kyūshū","Anti-peptic ulcer agents"
2016,"hospitalized","oral",232,612320347,"2329012C1026",18.6,0,12948.3,240838.38,"Aomori","Tōhoku","Anti-peptic ulcer agents"
2020,"hospitalized","injection",392,620002961,"3929400H3015",216,0,0,0,"Okayama","Chūgoku","Antidotes"
2016,"outpatients","topical",269,662690008,"2699701Q1023",24.6,0,0,0,"Wakayama","Kinki","Other dermatological preparations"
2023,"hospitalized","oral",429,622796301,"4291063F1025",2302.9,0,5313,12235307.7,"Fukuoka","Kyūshū","Other antineoplastic agents"
2022,"outpatients","injection",611,622477000,"6119400A1018",2703,0,0,0,"Ishikawa","Chūbu","Agents mainly active against Gram-positive bacteria"
2017,"outpatients","injection",333,620006734,"3334401A7014",724,0,0,0,"Shizuoka","Chūbu","Anticoagulants"
2019,"pharmacy","oral",332,620805601,"3327002C1120",7.2,1,82472.91,593804.952,"Iwate","Tōhoku","Hemostatic agents"
2017,"pharmacy","injection",323,620006646,"3231401A9095",174,0,0,0,"Nagasaki","Kyūshū","Carbohydrate preparations"
2019,"pharmacy","oral",520,615101491,"5200118D1027",8.2,0,316512.77,2595404.714,"Niigata","Chūbu","Kampo preparations"
2018,"pharmacy","oral",234,620005433,"2344009F1060",5.6,1,115914,649118.4,"Gunma","Kantō","Antacids"
2023,"outpatients","injection",625,621972202,"6250405A1032",3400,0,0,0,"Ishikawa","Chūbu","Antiviral agents"
2018,"hospitalized","oral",233,620008622,"2339206F1062",5.6,1,0,0,"Hyōgo","Kinki","Digestive agents"
2020,"pharmacy","oral",429,622654001,"4291054F3029",8616.8,0,21812,187949641.6,"Nagano","Chūbu","Other antineoplastic agents"
2023,"pharmacy","topical",235,620486402,"2357701K8193",166.5,0,4924,819846,"Yamaguchi","Chūgoku","Laxatives and enemas"
2021,"outpatients","oral",214,621470201,"2149032F1013",14,1,128046.5,1792651,"Gifu","Chūbu","Antihypertensive agents"
2018,"outpatients","topical",217,620007645,"2171701S6032",62.6,1,3761,235438.6,"Miyagi","Tōhoku","Vasodilators"
2020,"pharmacy","oral",625,622545901,"6250029F1016",169.5,1,12018,2037051,"Tottori","Chūgoku","Antiviral agents"
2023,"outpatients","oral",113,622881201,"1139010F2136",52,1,0,0,"Yamagata","Tōhoku","Antiepileptics"
